"COUNTRY","INDICATOR","PRICE_TYPE","S_ADJUSTMENT","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","25455000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","27924000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","33621000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","18607000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","17180000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","13282000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","19713000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","14537000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","18141000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","27441000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","26121000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","31703000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","46181000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","54414000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","72451000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","42511000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","57333000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","64730000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","89406000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","54905000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","72323000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","77340000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","108559000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","65462000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","75552000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","84711000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","125928000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","51626000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","60485000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","70826000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","98740000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","51262000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","75069000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","74657000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","109866000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","4445000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","4664000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","4797000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","4993000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","5473000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","5879000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","6127000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","6386000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","7495000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","7544000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","7787000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","8151000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","11114000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","9551000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","10286000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","8890000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","10442000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","9531000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","10003000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","10197000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","12522000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","11914000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","12435000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","12453000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","23291000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","23516000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","25330000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","26203000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","29631000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","30528000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","31662000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","32020000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","32026000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","32984000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","34023000000",""
"Ukraine","Final consumption expenditure, Non profit institutions serving households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","34461000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","346774000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","362496000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","411331000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","449101000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","420649000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","469920000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","512954000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","574117000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","527500000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","571395000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","638889000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","700994000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","648725000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","700854000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","756529000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","812170000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","726141000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","643406000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","785571000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","898853000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","832356000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","871202000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","950307000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","1063983000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","853853000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","667417000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","811297000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","951289000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","943307000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","888940000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","989130000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","1096677000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","1085756000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","1051697000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","1209256000000",""
"Ukraine","Final consumption expenditure, Households","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","1296292000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","86784000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","104595000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","96741000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","155607000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","134749000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","139039000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","142322000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","200511000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","158562000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","189384000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","159216000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","232375000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","161393000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","190181000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","167965000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","227400000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","158493000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","193607000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","181400000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","281144000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","191056000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","243234000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","208975000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","323834000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","269056000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","507340000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","578584000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","732092000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","536209000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","685079000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","718564000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","834327000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","577204000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","702694000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","696883000000",""
"Ukraine","Final consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","927559000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","34844000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","43255000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","47239000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","66728000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","44766000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","58302000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","65689000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","89384000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","56553000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","74380000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","83090000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","110298000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","66562000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","84102000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","89808000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","107593000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","76681000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","90480000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","98185000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","122896000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","79997000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","97380000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","105078000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","146391000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","419267000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","538597000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","605263000000",""
"Ukraine","Collective consumption expenditure, General government","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","674569000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","455298000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","535701000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","671456000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","722912000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","591765000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","664307000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","833640000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","891515000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","706141000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","809938000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","994728000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","1049495000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","820006000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","932459000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","1111962000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","1112771000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","858415000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","879921000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","1173113000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","1310577000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","1019715000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","1182310000000",""
